,contentsid,title,roadaddress,tag,introduction,latitude,longitude,contentscd.label,phoneno,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수,tag_len,popular_tag,len
2416,CNTS_000000000022148,은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,"['전복죽', '전복구이', '한식', '전복찜', '음식', '전복', '전복해물탕', '전복뚝배기', '전복버터구이', '전복물회', '전복갈비탕']","애월에 있는 전복보양음식전문점, 은혜전복",33.46293,126.31022,음식점,--,https://api.cdn.visitjeju.net/photomng/imgpath/201910/28/f282bd64-5cd4-47d9-aecc-21d1389a8a06.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/28/d4168210-35fd-42d8-a638-c267508db4a6.png,5054.0,51,"전복죽,전복물회,음식,전복뚝배기,전복,한식",23
1736,CNTS_000000000020656,도두반점,제주특별자치도 제주시 서해안로 291-5,"['중식', '몸짬뽕', '짜장면', '탕수육', '음식', '짬뽕', '고기짬뽕', '볶음밥', '새우볶음밥']",모자반을 이용한 몸짬뽕 한 그릇 하고 가세요,33.509266,126.47675,음식점,064-745-2915,https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/ed456574-c30b-4f23-b8c9-c907bab217ea.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/21508d47-d314-4f5f-a918-54e401273209.jpg,5053.0,35,"중식,볶음밥,짬뽕,탕수육,음식,짜장면",20
2071,CNTS_000000000020755,우드스탁,제주특별자치도 제주시 구좌읍 월정7길 52,"['카페', '쉐이크', '커피', '음식', '아메리카노', '카페라떼', '차', '녹차']",월정리 해변을 보며 마시는 커피,33.555305,126.79668,음식점,064-782-6948,https://api.cdn.visitjeju.net/photomng/imgpath/202111/17/32d39962-84f1-4f0d-8428-896e15f9dd52.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/17/ef4da1ce-5e06-4d4b-8728-4c57cda29afa.JPG,5044.0,28,"아메리카노,카페,커피,카페라떼,음식,차",21
985,CNTS_000000000001297,흑돼지촌,제주특별자치도 제주시 한림읍 한림상로 62,"['흑돼지', '초벌구이', '전복뚝배기', '냉면', '한식', '음식', '흑돼지구이', '가브리살', '김치찌개']",흑돼지 연탄구이 전문점,33.406563,126.261604,음식점,064-796-9981,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b4933bdd-8678-4061-a5d8-34962bb0a6a0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5bbc0cb-d231-496a-8bfe-c576a161e100.jpg,5039.0,39,"김치찌개,냉면,흑돼지구이,음식,전복뚝배기,한식,흑돼지",29
124,CNTS_000000000021607,달래식당,제주특별자치도 서귀포시 성산읍 금백조로 34-19,"['두루치기', '전복뚝배기', '딱새우장', '음식', '물회', '갈치구이', '제주갈치구이', '생선구이정식']",계절마다 바뀌는 제주바다의 생선요리 모둠으로 즐길 수 있는 곳,33.4411683,126.8690488,음식점,064-784-4757,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0664d13e-722d-4f94-b269-9450cf5c7bad.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f8733820-9a78-487d-b3cc-4e3f4013308f.jpg,5024.0,40,"갈치구이,두루치기,생선구이정식,물회,음식,전복뚝배기,제주갈치구이",35
488,CNTS_000000000018328,짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4,"['짬뽕', '해물짬뽕', '갈비', '냉짬뽕', '중식', '음식', '갈비짬뽕', '짜장면', '탕수육']",가장 인기있는 메뉴는 갈비짬뽕,33.491146,126.497894,음식점,070-8227-2335,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a4f79e10-9a20-448e-a281-088f32071181.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/68e639ed-ae5d-4c6a-b3db-28aae095e123.jpg,5019.0,33,"중식,갈비,짬뽕,탕수육,음식,짜장면",19
473,CNTS_000000000018397,숨비나리카페,제주특별자치도 서귀포시 안덕면 중산간서로1615번길 8,"['카페', '커피', '브런치', '감자튀김', '음식', '경양식돈가스', '돈까스', '파니니', '와플', '샐러드']",아름다운 뷰가 돋보이는 브런치 카페,33.282284,126.348366,음식점,010-7191-9861,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/e4db1bdc-a1ce-4e8d-8091-a8f594fd8e36.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/22/b013bfe9-1395-4347-8a87-81f100a55eb9.JPG,5017.0,39,"돈까스,카페,음식,커피,브런치,샐러드",20
2470,CONT_000000000501395,탑부평,제주특별자치도 제주시 관덕로15길 26,"['흑돼지', '한식', '냉면', '볶음밥', '음식', '오겹살', '돼지구이', '양념갈비', '갈비', '가브리살', '항정살']",제주시 흑돼지거리에 위치한 흑돼지전문점,33.5155173,126.5270364,음식점,064-721-7869,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/820e0eb1-aabd-4670-8a1c-e5f729b632f5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f682cd2f-f4ff-4aac-a092-bf7680db99a9.jpg,5015.0,42,"냉면,볶음밥,갈비,음식,한식,오겹살,양념갈비,돼지구이,흑돼지",33
423,CNTS_000000000020311,마쇼,제주특별자치도 제주시 신성로13길 26,"['일식', '회덮밥', '육회동', '데카동', '음식', '덮밥', '육회']",일본 오사카에 위치한 마구로 쇼쿠도의 한국직영점,33.49804,126.53012,음식점,064-726-5242,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/145b434f-2d0f-443c-98ed-c621e9ad93ea.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9016478e-92b9-46ca-a8b9-d79105b077e9.jpg,5010.0,23,"음식,일식,회덮밥",9
2404,CNTS_000000000001071,흑한우명품관,제주특별자치도 서귀포시 일주동로 8421,"['흑한우', '흑우', '육회', '갈비탕', '음식', '한우구이', '갈비', '양념갈비']",흑돼지가 질린다면 제주 흑우를,33.257244,126.58852,음식점,060-732-1486,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ebe60c2d-3e3d-428b-a02f-0a8e1aa6a14b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7248aa81-234f-4312-86d1-360d349fc8b2.jpg,4999.0,29,"양념갈비,음식,갈비",10
2970,CNTS_000000000022666,핀크스 비오토피아,서귀포시 안덕면 산록남로762번길 79,"['마르게리따피자', '성게파스타', '우영팟코스', '흑돼지 스테이크', '음식']","포도 호텔 내에 있는 레스토랑, 다국적 메뉴",0.0,0.0,음식점,064-793-6030,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a4225f40-d1da-414d-8c02-58deb99bb2a2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/49988e2a-0657-40e6-8c8e-d66e8b7a2022.jpg,4996.0,31,음식,2
3674,CNTS_000000000021171,유람위드북스,제주특별자치도 제주시 한경면 조수동2길 54-36,"['북카페', '카페', '음료', '음식', '아메리카노', '카페라떼', '에이드', '홍차']",온종일 책을 읽고 싶어지는 조용하고 따스한 느낌이 드는 아늑한 북카페,33.3397619,126.2348699,음식점,070-4227-6640,https://api.cdn.visitjeju.net/photomng/imgpath/202111/24/9c4da9e4-35d4-433e-8739-11b96409628b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/24/bc53d553-bac7-4f8c-980d-8a503b879f1d.jpg,4990.0,30,"아메리카노,음료,카페,카페라떼,음식,에이드",23
2442,CNTS_000000000022515,우유부단 크림공작소,제주특별자치도 제주시 관덕로8길 7-5,"['수제아이스크림', '밀크티', '수제요거트', '음식', '아이스크림', '눈꽃우유빙수']",성이시돌 우유목장의 새로운 매장,33.51253,126.524185,음식점,064-757-0503,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3a932001-c854-4eab-ae9d-cb68890a7441.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/972ab5ca-474e-46f2-8963-7ac7847297f0.png,4971.0,33,"음식,아이스크림",8
806,CNTS_000000000020415,피시야 카페,제주특별자치도 제주시 조천읍 조함해안로 582,"['카페', '커피', '음식', '아메리카노', '카페라떼', '에이드', '아이스크림']",함덕 서우봉 해변에 위치한 물고기 테마의 카페,33.5442019,126.6734869,음식점,064-782-5051,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/8574b7a1-d792-460c-bf0f-52d2fceb93ae.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/09/4d48d04d-2ea2-4776-abc1-ec474a09da7a.JPG,4966.0,29,"아메리카노,카페,커피,음식,카페라떼,아이스크림,에이드",29
3079,CNTS_200000000007199,커피먹는 고냉이,제주특별자치도 서귀포시 성산읍 신양로 103,"['빙수', '커피', '디저트', '카페', '음식', '수플레', '단호박죽', '전복죽', '아메리카노', '카페라떼', '차', '청귤차']",섭지코지 인근에 위치한 고양이 소품과 제주바다를 담아 놓은 소품들이 있는 카페.  ,33.4327935,126.9279101,음식점,064-782-1182,https://api.cdn.visitjeju.net/photomng/imgpath/201807/09/4dbb7f23-d0d1-436c-a2f4-ebdd33f402cf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/09/8e516350-0f0e-474f-b61e-81ef8a7014d1.jpg,4963.0,45,"아메리카노,디저트,전복죽,카페,음식,커피,카페라떼,빙수,차",32
1702,CONT_000000000501409,하와이새우트럭,제주특별자치도 제주시 노형13길 16,"['푸드트럭', '갈릭새우', '학새우', '막국수', '음식', '새우볶음밥']",하와이에서만 맛 볼 수 있었던 새우요리를 제주에서 즐길 수 있는 하와이새우트럭,33.482337,126.478375,음식점,064-794-6652,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e332bd36-47e7-42fe-8928-07da249323a3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0440bd6e-6ffa-4123-9cd9-95f886b5fa11.jpg,4957.0,26,음식,2
3234,CNTS_000000000018369,소울키친,제주특별자치도 서귀포시 천제연로 131-7,"['수제버거', '스테이크', '이탈리안', '양식', '음식']",중문 관광단지에서 맛보는 철판 스테이크,33.254356,126.419655,음식점,064-739-8765,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5d640bb8-bcd2-4a98-9a04-4a813517f649.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a0e747bd-7c6c-4c42-a3bb-19bf8e16acd0.jpg,4943.0,20,"양식,스테이크,음식",10
66,CNTS_000000000019714,제주광어씨푸드레스토랑 표선점,제주특별자치도 서귀포시 표선면 표선당포로 7,"['광어', '돌광어', '광어회', '초밥', '음식']",청정 제주에서 세계일류 상품으로 선정된 제주광어를 판매하는 씨푸드 레스토랑,33.325676,126.84353,음식점,064-787-9696,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/024e6a1f-fe54-456e-a5b8-97cd25d919bb.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/541acd69-ffc9-403a-b80e-ee6dea926b51.png,4942.0,16,"초밥,음식",5
3565,CNTS_000000000021845,햇살가득돌담집,제주특별자치도 제주시 조천읍 함대로 25-1,"['흑돼지', '쌈정식', '강된장', '한식', '음식', '흑돼지구이', '돼지구이', '오겹살']",쌈밥 전문 식당,33.541645,126.65835,음식점,064-784-2200,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fc3b48bd-1802-496d-9c28-a5a45128195c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6c3776f6-cece-4255-8ca8-cf51a2fc0fca.jpg,4937.0,32,"흑돼지구이,음식,오겹살,한식,돼지구이,흑돼지",24
4158,CNTS_000000000020198,달콤한휴식,제주특별자치도 제주시 애월읍 천덕로 395,"['돈가스', '샌드위치', '롤돈가스', '양식', '음식', '경양식돈가스', '치즈돈까스', '돈까스', '수제돈까스']",비자림에 위치한 Café & Restaurant 달콤한휴식입니다.,33.4227568,126.3362041,음식점,070-7721-1253,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5ae36603-a2cb-424c-bd70-6dbac68c5b1e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/98a124eb-bf41-469c-9091-f77e9160c869.jpg,4927.0,42,"양식,음식,돈까스,샌드위치",14
2469,CNTS_000000000018296,마초그릴,제주특별자치도 제주시 중앙로 39,"['펍', '멕시칸', '엔칠라다', '과카롤리', '타코', '음식']","제주에서 즐기는 멕시코 음식, 누웨모루 거리 인근에 위치, 시내에서 숙박할때 가볍게 맥주즐기기 좋은 곳",33.5147835,126.524992,음식점,064-745-8811,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/15285737-c773-43a6-bf9b-64adcbb88bbc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b879bc35-e2a6-4915-9fca-6a83bdeec1af.jpg,4924.0,21,음식,2
393,CNTS_200000000008007,하례정원,제주특별자치도 서귀포시 남원읍 하례망장포로 39,"['파스타', '딱새우', '전복', '리조또', '음식', '봉골레파스타', '해물파스타', '크림파스타', '미트볼파스타']",남원읍 위미리에 위치한 파스타 전문점,33.3420367,126.5884214,음식점,064-733-1337,https://api.cdn.visitjeju.net/photomng/imgpath/201812/17/18f3dcf3-fd1e-4ce8-be66-0691f43e903d.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/17/5f3814fc-84ed-467b-98ac-901337174d95.JPG,4896.0,43,"파스타,음식,크림파스타,전복",15
3551,CNTS_000000000019517,마음카페,제주특별자치도 서귀포시 표선면 녹산로 381-15,"['카페', '말똥과자', '당근풀빵', '유기농영귤빙수', '조랑말주스', '음식', '빵', '아메리카노', '에스프레소', '카페라떼', '카라멜마끼아또', '바닐라라떼']",조랑말박물관 건물 2층에 자리잡은 마음카페는 건강한 먹거리를 제공합니다.,33.3988071,126.7063341,음식점,064-727-2012,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0ca8a582-6148-4205-917d-83a0b2454daf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5612d9e0-da7d-442b-89e0-48adbae03e6e.jpg,4896.0,62,"아메리카노,바닐라라떼,카페,음식,카페라떼,빵,에스프레소",30
3060,CNTS_000000000022688,해뜰,제주특별자치도 서귀포시 성산읍 일출로 270-8,"['브런치', '백년초음료', '카페', '음식']",성산일출봉 풍경을 마시는 카페,33.4615186,126.934676,음식점,064-782-0777,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/51526665-2301-4936-96d4-baa2bfc49415.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f45c7c6b-2ab7-4de2-857e-32881f3fe6c5.jpg,4888.0,15,"브런치,카페,음식",9
482,CONT_000000000501170,국수냐 국밥이냐,제주특별자치도 서귀포시 김정문화로 39,"['국밥', '국수', '닭볶음탕', '한식', '음식', '향토음식', '고기국수', '백숙']",세자매 가족경영으로 저렴한 가격에 음식을 제공하는 착한 업소,33.2516483,126.5090439,음식점,064-739-3382,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6683068e-b199-4043-ac54-cd4e00200c67.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b632e4e5-eb76-45d8-947d-6fb20fba9875.jpg,4863.0,29,"국밥,향토음식,음식,고기국수,한식",18
800,CNTS_000000000022232,다육이풍경,제주특별자치도 서귀포시 하효중앙로98번길 27,"['카페', '한라봉주스', '댕유자주스', '다육이주스', '주스', '음식', '비빔밥', '수제비', '보말', '과일주스', '아메리카노', '요거트', '카푸치노']","하효마을에 위치한 카페 겸 식당, 다육이가 가득한 야외정원",33.2588358,126.6225341,음식점,064-767-1324,https://api.cdn.visitjeju.net/photomng/imgpath/202111/29/4d8afd5e-de44-4c6d-92b4-83bda934c7e8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/29/293bbfea-4060-4f39-af1f-dbbd3e0970a5.jpg,4860.0,57,"아메리카노,카푸치노,카페,음식,주스,과일주스",24
2321,CNTS_000000000020793,김녕제주흑돼지정육점식당,제주특별자치도 제주시 구좌읍 김녕로4길 28,"['흑돼지', '삼겹살', '숯불구이', '음식', '흑돼지구이', '오겹살', '목살', '김치찌개', '된장찌개', '돼지구이']",김녕에 위치한 흑돼지 정육점으로 인기 예능프로그램에 출연하면서 구좌 맛집으로 알려진 곳,33.5527616,126.7442068,음식점,064-784-1007,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/faa63340-8623-4512-9412-57f61467ce9a.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d6142498-466a-4a82-a418-509b0ec055e9.gif,4856.0,43,"김치찌개,된장찌개,삼겹살,흑돼지구이,음식,오겹살,목살,돼지구이,흑돼지",38
1204,CNTS_000000000021065,색달식당,제주특별자치도 서귀포시 색달중앙로 23,"['갈치조림', '성게미역국', '전복뚝배기', '옥돔구이', '고등어구이', '음식']",제주를 담은 요리,33.257626,126.41355,음식점,064-738-1960,https://api.cdn.visitjeju.net/photomng/imgpath/201910/10/3d8126ed-ace0-4ac8-9ac1-7f03743e5995.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/10/034f5b93-2bff-4576-962d-f80a3a2213a9.jpg,4831.0,30,"옥돔구이,음식,전복뚝배기,갈치조림,성게미역국,고등어구이",30
1100,CONT_000000000501301,아싸횟집,제주특별자치도 서귀포시 동홍중앙로 29-1,"['활어회', '고등어회', '도미회', '횟집', '음식', '회']",저렴한 가격에 신선한 회를 푸짐하게 맛볼 수 있는 도민 횟집,33.25354,126.571686,음식점,064-732-0414,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9479d376-9c23-4d0e-b9f9-7dcdee31ba26.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/115ebed0-43ff-457a-bcb4-4f94b77c6911.jpg,4818.0,20,"횟집,음식,고등어회,회",12
2687,CNTS_000000000020336,아모르키친,제주특별자치도 서귀포시 표선면 표선동서로 221,"['파스타', '치킨', '파스타키친', '음식', '수제맥주', '감자튀김', '양념치킨', '치킨가라아게']",하와이안 느낌이 가미된 이국적인 감성을 느낄 수 있는 펍,33.323837,126.83164,음식점,064-787-0519,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/44407243-1b39-4e1c-bf30-59b513e2b5e1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2a821a02-0f81-4d4f-8600-2835ba107195.jpg,4797.0,37,"파스타,음식,치킨",9
759,CNTS_000000000022366,카페피크닉(르피크닉),제주특별자치도 서귀포시 안덕면 대평로 39,"['카페', '커피', '빙수', '디저트', '음식', '감바스', '치킨샐러드', '핸드드립커피']",대평리에 위치한 루프탑 카페& 라운지,33.23693,126.363045,음식점,064-739-3869,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/aef9a64b-4564-4baf-9d81-097bb9c34934.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/eed8cfe7-6e8d-4648-be48-c4daa017cc81.png,4796.0,32,"핸드드립커피,디저트,카페,커피,음식,빙수",22
1355,CNTS_000000000018308,대수길다방,제주특별자치도 제주시 구좌읍 대수길 24,"['기념품', '캔들', '바당캔들', '핸드드립', '음식', '핸드드립커피', '커피', '카페라떼', '바닐라라떼', '아인슈페너']","핸드드립커피와 수제 음료, 제주바다를 담은 제주바당캔들이 함께하는 공간",33.536611,126.8381958,음식점,010-7469-7313,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/45f84f8f-a1e2-443d-b2c0-f03702eb1a64.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/12/42f974fb-b725-45a0-be17-97c6cc367eb6.jpg,4796.0,46,"핸드드립커피,바닐라라떼,카페라떼,커피,음식",23
2966,CNTS_000000000020418,청호식당,제주특별자치도 서귀포시 성산읍 온평관전로 94,"['문어라면', '성게비빔밥', '전복뚝배기', '갈치구이', '고등어조림', '음식', '라면']",해물을 우려내어 만든 시원하고 얼큰한 라면 육수,33.410496,126.90789,음식점,064-782-7829,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b8d75e9e-5d10-495d-81ff-74b873b7cf13.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7806bde2-8cf0-47c0-9e85-b75e17927296.jpg,4789.0,33,"갈치구이,라면,고등어조림,음식,전복뚝배기",22
2251,CNTS_000000000022889,석촌식당,제주특별자치도 제주시 중앙로2길 33,"['갈치조림', '고등어조림', '해산물뚝배기', '한식', '음식', '갈치', '갈치구이', '제주갈치조림', '제주갈치구이', '생선조림']","좋은 재료를 사용해 어머니의 손맛으로 만드는 해산물 구이, 탕, 조림 전문 식당.",33.517265,126.52138,음식점,064-755-4096,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f9f12ca6-ab15-4d3d-9751-0e576ac803bf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a2b7bc97-91bc-4010-825c-93d73ce4764a.jpg,4788.0,50,"갈치구이,갈치,고등어조림,음식,한식,생선조림,갈치조림,제주갈치구이",36
453,CNTS_000000000020115,마린보이횟집,제주특별자치도 제주시 어영길 10,"['횟집', '북조기조림', '볼락탕수육', '음식', '회', '해산물']",용두암 근방 횟집,33.5191024,126.4941597,음식점,064-742-2843,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4a7c3098-d970-47b3-867a-170c19c499a5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b65c4ef3-9c46-4a94-848f-44fba328115e.jpg,4778.0,23,"횟집,음식,해산물,회",11
1002,CNTS_000000000021328,샤라의정원,제주특별자치도 제주시 조천읍 선교로 198-2,"['카페', '커피', '스파게티', '주스', '음식', '스파', '허니브레드', '아메리카노', '과일주스']",직접 재배한 유기농 식자재와 조미료를 쓰지 않아 인위적이지 않고 건강한 식사를 할 수 있는 곳,33.485813,126.699,음식점,070-7773-9631,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/332520b9-2c8b-4ef6-9257-25ba5ddc74b9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e0c3e91e-304a-416b-8447-e5d54480dec9.jpg,4775.0,36,"아메리카노,카페,커피,음식,주스,과일주스",22
2520,CNTS_000000000022893,노조미,제주특별자치도 제주시 국기로2길 2-3,"['우동', '튀김', '돈가스', '덮밥', '음식', '돈까스', '수제돈까스', '냉소바']",우동 명인이 족타 반죽한 우동면과 바삭한 튀김을 맛볼 수 있는 곳,33.479515,126.49031,음식점, 064-744-0730,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/4f750fe4-9d01-4795-914b-23dbde7d967a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/11/e2969acb-b2d9-4347-be23-12cddb3bfb90.jpg,4768.0,29,"음식,돈까스",6
2631,CNTS_000000000022627,카페리(CAFERI),제주 제주시 구좌읍 평대2길 39,"['카페', '커피', '비엔나커피', '죠리퐁라떼', '음식', '밀크티', '디저트', '아메리카노']",평대해수욕장에 위치한 사진찍기 좋은 카페,33.533966,126.8397,음식점,064-782-8244,https://api.cdn.visitjeju.net/photomng/imgpath/201807/10/d5bd5ef4-cbeb-413a-b71f-f1149248191c.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/10/9d21fd3d-f9b6-4d9d-8482-32fb4a45f486.JPG,4768.0,34,"아메리카노,디저트,카페,커피,음식",18
1239,CONT_000000000501181,김명자굴국밥(제주본점),제주특별자치도 제주시 연북로 168,"['굴국밥', '굴파전', '한식', '음식', '굴전', '굴떡국']",팔팔 끓인 굴국밥을 전문으로하는 착한가격업소이자 모범음식점,33.481873,126.497406,음식점,064-747-0320,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7700cdbf-ab6e-442a-bb62-b7f759b1d02f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6b5cd90a-c8c3-43e4-9e50-ae19872fca80.jpg,4761.0,20,"한식,음식",5
1373,CNTS_000000000020183,카페태희,제주특별자치도 제주시 애월읍 곽지3길 27,"['피쉬앤칩스', '새우튀김', '감자튀김', '커피', '음식', '햄버거', '치즈버거', '레몬에이드']",시원한 곽지해변을 바라보며 먹는 피쉬앤칩스와 맥주 한잔,33.449352,126.30442,음식점,064-799-5533,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/e92948fa-f293-46af-acfb-e7ab9600d169.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/05/ae35df88-131c-4dc3-aaed-aaac5cf48b7c.jpg,4758.0,36,"음식,커피",5
1843,CNTS_000000000022944,73st,제주특별자치도 제주시 해안마을길 73,"['카페', '디저트', '브런치', '피자', '샐러드', '음식', '페페로니햄피자', '고르곤졸라화덕피자', '감바스', '치킨샐러드', '리코타치즈샐러드', '햄버거', '홍합스튜', '해물스튜', '토스트']",​​​​​​​엔티크하고 분위기있는 인테리어를 갖춘 브런치 카페,33.45695,126.45515,음식점,064-748-7309,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/b961ef78-e708-4255-9cf6-79a66a521bc1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/13/6251d743-830d-4e33-8fcd-713e2d96a3e4.jpg,4756.0,75,"디저트,카페,음식,피자,브런치,샐러드",20
3347,CNTS_000000000021945,제주기정떡,제주특별자치도 제주시 애월읍 평화로 2747,"['기정떡', '증편', '떡', '음식']",국내산 쌀과 막걸리를 이용해 전통 방식 그대로 매일 밤 12시간 이상 자연발효하여 당일 새벽에 쪄내 판매,33.449394,126.43736,음식점,064-711-1637,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f2e89011-fcae-4f91-b999-26d5e87347b0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/747d7af6-c1ce-4f82-80a7-369f67f96ffa.jpg,4756.0,11,음식,2
2230,CONT_000000000501344,자리돔횟집,제주특별자치도 서귀포시 동홍동로 7,"['활어회', '해물뚝배기', '조림', '고등어회', '횟집', '음식', '회']","자리물회, 고등어회 전문점",33.25554,126.57477,음식점,064-733-1239,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/31e68908-dca5-4dda-a350-6a7a4a7f33b6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b9f63c17-c6ee-4b44-adfb-7b43f34973f8.jpg,4748.0,25,"해물뚝배기,회,음식,횟집,고등어회",18
461,CNTS_000000000020131,송악산 엉클스 화덕 피자,제주특별자치도 서귀포시 대정읍 송악관광로 392,"['쌈찹', '피자', '화덕피자', '빠네', '음식', '고르곤졸라화덕피자', '파스타', '크림파스타', '치킨샐러드']",화덕으로 만드는 수제 피자와 브런치 메뉴가 유명한 곳,33.2088981,126.288313,음식점,064-792-4785,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/de140941-8ca6-450f-a03d-f7b17e4402f5.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1e34aad9-ceb9-4b3f-8c0e-868e03b850c2.jpeg,4725.0,42,"음식,크림파스타,피자,화덕피자,파스타",20
1672,CNTS_000000000020965,와토커피,제주특별자치도 서귀포시 대정읍 동일하모로 238,"['카페', '커피', '비엔나커피', '와토알프스', '음식', '과일주스', '아메리카노']",고요하고 따뜻한 마을 대정읍에 맛있는 커피 향이 폴폴 나는 로스터리 카페,33.2254,126.25662,음식점,010-8324-1455,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/b5d7f600-5388-4c62-af62-0d4c4429529c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/16/014df056-6a7a-4f65-844d-9a0162277e33.jpg,4718.0,31,"아메리카노,카페,커피,음식,과일주스",19
