,id,title,address,introduction,latitude,longitude,dial_num,type,region1,region2,image_url,score,nature,outdoor,fatigue,sea,walking,exciting,day,culture,group,tag
224,225,범섬,제주특별자치도 서귀포시 법환동,면면이 기괴한 자태의 신비함을 간직한 섬,33.218575,126.517075,064-710-6656,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/7c4ce45c-884f-4a99-ad0c-3195b71a9c7b.jpg,34094.0,3,3,3,3,1,3,3,0,10,"자연경관,맑음,휴식/힐링,포토스팟"
225,226,익스트림제주 카약올레,제주시 애월읍 애월로1길 22,에메랄드빛 아름다운 제주바다 한담해변을 가장 가까이 즐기는 방법!,0.0,0.0,--,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201908/09/25623e87-0cf2-47a8-84a9-536c645837fc.jpg,34071.0,3,3,3,3,0,3,3,0,10,"액티비티,맑음,체험,커플"
226,227,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,"부부가 여행하며 모은 크리스마스 장식 전시, 독일의 바이나흐튼을 참고해 만든 크리스마스 박물관",33.308956,126.3279,070-8837-7976,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/77bb9cee-acbd-4d79-a002-deff69868de0.jpg,33979.0,0,0,1,1,1,1,3,3,5,"실내관광지,문화관광,아이,흐림"
227,228,연화못,제주특별자치도 제주시 애월읍 고하상로,제주 서부의 숨은 비경 연화못,33.446693,126.35397,064-799-1598,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d30d5389-7bbe-48ea-a599-a2e6724733e7.jpg,33843.0,2,3,1,1,1,1,3,0,3,"자연경관,휴식/힐링,여름"
228,229,종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,멋진 해안도로 옆 가득한 수국의 향연.,33.50903,126.909294,--,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6149709-09e2-4662-977f-7521c21d27cd.jpg,33636.0,2,3,1,1,3,1,3,0,1,"자연경관,커플,맑음,포토스팟,걷기/등산,도보,여름"
229,230,제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,"자연에서 마음의 여유를 느끼고, 서귀포의 문화를 경험하다",33.23712,126.59607,064-762-2190,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201910/01/308afc28-ad05-4f21-a635-d52f1923e855.jpg,33607.0,3,3,1,2,3,0,3,1,1,"자연경관,걷기/등산,포토스팟,도보,휴식/힐링"
230,231,제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,"곶자왈의 생태와 휴양, 체험, 학습을 제공하는 생태관광지",33.282955,126.27152,064-792-6047,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/202111/17/72986c58-935f-4839-9127-3052e6eb8a54.JPG,32859.0,3,2,2,1,3,0,3,1,7,"자연경관,커플,걷기/등산,흐림,도보"
231,232,두맹이골목,제주특별자치도 제주시 동문로16길 17-4,옛추억을 꺼내주는 제주의 벽화마을,33.51202,126.53499,064-728-4436,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/8f6e28bc-4422-4817-9ae7-a8bc5ff8de53.jpg,32608.0,0,3,1,1,3,1,3,2,6,"자연경관,봄,흐림,걷기/등산,포토스팟"
232,233,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,제주속 작은 동남아 점보빌리지 코끼리테마쇼,33.275467,126.305115,064-792-1233,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/6d04e8eb-b47b-4e76-9d9d-56c290e678b2.gif,31453.0,0,0,0,1,0,2,3,0,4,"아이,사계절"
233,234,전농로 서사라문화거리,제주특별자치도 제주시 서사로7길 27,매년 봄 왕벚꽃 축제가 열리는 구도심 제주의 거리,33.506634,126.522415,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/23/70c1a9a6-337b-4e9f-8798-7a91e6089d36.JPG,31130.0,1,3,1,1,3,1,1,1,6,"문화관광,맑음,걷기/등산,봄"
234,235,쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,쉬리의 마지막 장면 속으로,33.244597,126.406077,064-740-6000,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/201907/11/4ee5f374-53c7-422d-bdc1-81ea0f414928.jpg,30991.0,2,3,1,2,3,0,3,0,1,"커플,혼자,맑음,부모,포토스팟,해변,친구,휴식/힐링"
235,236,저지 예술인 마을,제주특별자치도 제주시 한경면 저지14길 28-4,독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌,33.3394612,126.2672295,064-710-3413,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202111/24/06881cfa-0d13-4766-8b3e-a7c6ca7837c2.jpg,30892.0,1,0,1,1,1,0,3,3,5,"커플,문화관광,흐림,가을"
236,237,미천굴,제주특별자치도 서귀포시 성산읍 온평동로34번길 18,지하(地下)의 신비(神秘)를 간직한 특별한 천연용암동굴,33.4036671,126.90118159999996,064-784-2080,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/5d2e84f4-d58b-4fa0-b7bb-a2f32cf63428.JPG,30853.0,3,2,1,1,2,1,3,1,1,"자연경관,커플,맑음,포토스팟,아이,여름"
237,238,서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1,제주도내 최초의 천문우주관련 과학관,33.28769,126.46199,064-739-9701,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202008/28/4797c592-4502-4298-ac25-31d68b58400f.JPG,30813.0,0,0,1,1,1,0,3,3,5,실내관광지
238,239,아프리카박물관,제주특별자치도 서귀포시 이어도로 49,"아프리카박물관은 아름다운 제주를 찾는 국내외 많은 관광객들에게 아프리카 문화를 보다 폭넓게 알리기 위하여 제주 중문관광단지에 그 터를 잡고 있다. 아프리카에 대한 잘못된 인식과 선입견을 바로 잡을 수 있는 방향을 제시하고, 아프리카 생활과 문화를 간접적으로나마 체험할 수 있는 문화공간이다.",33.23984,126.429146,064-738-6565,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/f3c1978d-eaf6-4d6e-a5d8-81f7889caaee.jpg,30594.0,0,0,1,1,1,1,3,3,5,"실내관광지,문화관광,아이"
239,240,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,"국내 최대규모의 피규어 뮤지엄, 피규어 취향저격 기프트샵",33.2819208,126.35554720000005,064-792-2244,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/42161641-a82b-42d5-9648-7c75a07d498f.jpg,30510.0,0,0,1,1,1,2,3,0,4,"실내관광지,아이,흐림"
240,241,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"섭지코지 가는 길, 멋진 풍경과 아늑한 바다에 빠지다",33.43493120372563,126.92311159018254,064-760-4990,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/201908/08/9d19a7d3-97a8-4999-b849-123e46fc88bc.jpg,30509.0,3,3,1,3,3,0,3,0,9,"자연경관,체험,커플,해변,맑음,액티비티,여름"
241,242,제주올레 17코스,제주특별자치도 제주시 도두1동 2612-1,시내에서 즐기는 올레길,33.505222,126.467964,064-762-2190,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3ad4b50a-112c-47d5-8fcf-867aa3db6de5.jpg,30412.0,3,3,1,2,3,0,3,1,1,"자연경관,봄,혼자,걷기/등산,도보,친구,가을"
242,243,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,교래자연휴양림은 곶자왈 생태 체험이 가능한 최초의 휴양림이다. 휴양림 안에 생태관찰로(2.5km)와 오름산책로(7km) 두 가지 탐방코스가 있다. 탐방길을 걷다 보면 함몰지와 돌출지가 불규칙하게 이어지는데 이 때문에 곶자왈은 열대 북방한계식물과 한대 남방한계식물이 공존하는 독특한 식생을 갖게 되었다. ,33.436817,126.66685,064)710-8673,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202002/25/c9d1a8e9-57cb-4149-9958-45da69ed575a.jpg,30387.0,3,3,3,0,3,0,3,0,7,"자연경관,부모,흐림,걷기/등산,아이,휴식/힐링,여름"
243,244,용담/용두암 해안도로,제주특별자치도 제주시 서해안로 687-8,"용두암 인근 해변에 위치, 호텔, 횟집거리등 밀집되어있음",33.51556,126.51218,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/954bc671-c295-478a-a408-26a8817083b4.jpg,30172.0,2,3,1,2,3,0,3,0,1,"자연경관,커플,맑음,해변,가을"
244,245,엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,중문관광단지에 위치한 산책하기 좋은 계곡,33.2464,126.414536,--,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1c3e9213-60c9-4669-adb1-5b805ff95982.jpg,30171.0,3,3,1,1,3,1,3,0,1,"자연경관,커플,봄,혼자,맑음,부모,아이,친구"
245,246,삼다수숲길 지질트레일,제주특별자치도 제주시 조천읍 교래3길 98,"교래 삼다수마을은 2018년 제주도의 13번째 지질공원 대표명소로 지정되었다. 교래 삼다수마을에는 지질학적 가치가 높은 교래곶자왈, 교래리퇴적층, 맨틀 포획암, 돌문화공원, 산굼부리(천염기념물 제 263호) 등이 위치해있다. 이곳은 생태적 측면에서 삼나무 싶길을 중심으로 희귀식물(붓순나무, 황칠나무) 군락지가 잇으며, 다양한 생물들이 공존하고 있다",33.4276176,126.6665803,064-782-1746,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202002/25/bdc65b79-da50-4f55-b614-34f8efaec7c4.jpg,30004.0,3,3,3,0,3,0,3,0,7,"자연경관,봄,혼자,흐림,걷기/등산,도보"
246,247,제주올레 10코스,제주특별자치도 서귀포시 대정읍 상모리 산 2-27,바다와 한라산의 그림같은 비경을 동시에,33.201736,126.28757,064-762-2190,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202111/18/2857db7c-2b2b-4b8e-8ab0-cd2c956cb37c.jpg,29705.0,3,3,1,2,3,0,3,1,1,"자연경관,봄,혼자,걷기/등산,도보,친구,가을"
247,248,청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,제주도내 최대 운문산 반딧불이 서식지,33.305817,126.26187,064-772-1303,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202111/26/1579d76a-e2d1-4b19-abb6-6c852a8f4e4f.jpg,29601.0,3,3,2,1,3,0,3,0,1,"커플,맑음,도보,친구,여름"
248,249,우도 비양도,제주특별자치도 제주시 우도면 연평리,"우도 섬 속에 또 하나의 섬, 비양도",33.51471143926064,126.9674228932762,--,관광지,섬 속의 섬,우도,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/1b8d9a22-d8bf-44bc-9769-10836f5049af.jpg,29507.0,3,3,1,2,3,1,2,0,9,"자연경관,봄,맑음,포토스팟,아이"
249,250,아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,"이병헌, 김태희 주연의 KBS 인기드라마 아이리스의 촬영지",33.319492,126.84776,--,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6b8a3ff2-1e2a-4472-a9a6-db6f9acf552b.jpg,29480.0,2,3,1,2,1,0,3,2,12,"포토스팟,맑음,커플,친구"
250,251,성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,섬 속의 섬을 향한 시작. 푸른 바다의 아름다운 뱃길,33.4721117,126.9331983,--,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/9634d475-c353-49b6-8ee4-0bb11d035fd5.jpg,29294.0,1,3,1,2,1,1,2,0,8,맑음
251,252,천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,한라산 둘레길에 자리한 단풍명소,33.355183,126.4252,064-738-4280,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/193fb537-52ac-4cf7-9daa-de6677143fda.JPG,29271.0,2,3,3,0,3,0,3,0,7,"자연경관,봄,걷기/등산,흐림,도보,아이,가을"
252,253,유민미술관,제주특별자치도 서귀포시 성산읍 고성리 21,유민미술관은 1894년부터 약 20여 년간 유럽 전역에서 일어났던 공예∙디자인 운동인 아르누보의 유리공예 작품을 전시하고 있다.,33.429596,126.9321,064-731-7791,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202111/11/33488824-a83e-4a89-8dc1-80459214a256.jpg,29040.0,0,0,1,1,1,0,3,3,5,"실내관광지,문화관광,사계절"
253,254,알작지해변,제주특별자치도 제주시 테우해안로 60,사르륵 사르륵 자갈이 부서지는 소리. 파도가 부서지는 풍경,33.49593405066642,126.43913014627992,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/bf98865a-7600-4a90-b7c2-a227efe05fc3.JPG,28994.0,3,3,1,3,3,1,3,0,9,"자연경관,커플,포토스팟,해변,가을"
254,255,제주올레 18코스,제주특별자치도 제주시 삼양1동 1131-2,"제주시 도심 속에서 조천 만세동산까지, 제주의 뼈아픈 역사를 만나다",33.528675,126.596535,064-762-2190,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201909/06/422a6fad-b27e-489c-a02e-82422628d089.jpg,28962.0,3,3,1,2,3,0,3,1,1,"자연경관,봄,혼자,걷기/등산,도보,친구,가을"
255,256,빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,"천연기념물 제342호, 총길이 11,749m의 세계에서 가장 긴 동굴",33.408165,126.35178,064-756-4325,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e9938086-65e5-4d3e-b1bf-72924167a7cf.jpg,28339.0,3,3,2,1,2,0,3,3,6,"자연경관,문화관광,커플,혼자,부모,아이,친구"
256,257,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),대한민국 최초의 세계자연유산으로서의 상징성을 위해 기념된 곳입니다,33.500607,126.65108,064-710-8990,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/c29d545c-bf68-462e-8606-510c50930951.jpg,28229.0,0,0,1,1,1,0,3,3,5,"실내관광지,흐림,가을"
257,258,천왕사,제주특별자치도 제주시 1100로 2528-111,아흔아홉골 자락에 위치한 경관이 좋은 사찰,33.40763,126.49491,064-748-8811,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/269913d5-3512-4270-b0a1-0d8353478e8a.JPG,28158.0,1,2,1,1,2,0,3,2,6,"휴식/힐링,가을"
258,259,대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,MBC 인기드라마 '대장금'의 촬영장소,33.322346,126.841484,064-787-4501,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/6563c594-e24a-4e15-9e87-853d10bc3515.jpg,27764.0,1,3,1,1,3,0,3,2,6,"부모,포토스팟,친구,커플"
259,260,송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015,구좌의 들판을 달려보자,33.43554,126.741356,064-782-1199,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201908/22/ec81b062-d5b0-4ebd-b3cf-ca1663606a47.jpg,27694.0,2,3,3,1,1,3,3,0,11,"액티비티,친구,체험,커플"
260,261,약천사 템플스테이,제주특별자치도 서귀포시 이어도로 293-28 (대포동),"""아름다운 삶의 소리, 참된 나를 찾아 가는 길""",33.24533,126.44967,064-738-5000,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/ab4b4f0e-b0ec-4e6a-a19d-94fe283a2571.jpg,27588.0,1,2,1,1,2,0,3,2,6,"체험,커플,사계절,실내관광지,흐림,휴식/힐링"
261,262,아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,낮고 평탄해. 산책하기 좋은 가을억새오름,33.47431258110307,126.83114941586916,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/293b3504-8f8f-4b18-ad4f-1fd70660accc.JPG,27419.0,3,3,3,0,3,0,3,1,7,"자연경관,걷기/등산,가을"
262,263,성읍녹차마을,제주특별자치도 서귀포시 표선면 중산간동로 4778,녹차재배의 최적지 청정제주에서 만나는 녹차다원,33.4112985,126.7819256,064-787-2254,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/c5d8b2e6-1417-4dbf-8f8e-e8863c6d7973.jpg,27263.0,2,3,1,1,3,0,3,0,1,"커플,부모,포토스팟,아이,친구"
263,264,제주올레 15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,숲의 경쾌함과 바다의 청량함을 모두 느낄 수 있는 길,33.430183,126.319374,064-762-2190,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/202111/19/be9e9f74-25f2-4506-9d41-0636d3dcc76b.JPG,26955.0,3,3,1,2,3,0,3,1,1,"커플,봄,혼자,맑음,포토스팟,도보,친구,가을"
264,265,제주문예회관,제주특별자치도 제주시 동광로 69,"제주특별자치도 문화예술진흥원에서 운영하는 문화예술 공연, 전시관",33.5043089,126.5353859,064-710-7632,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1486a3fc-5ad0-4922-be67-db8d81319ccf.jpg,26802.0,0,0,1,1,1,0,3,3,5,"문화관광,사계절"
265,266,휴림,제주특별자치도 제주시 애월읍 광령남서길 40,"제주시 산림조합이 조성한 숲속 쉼터, 에코힐링파크",33.3701721,126.4819697,064-799-4883,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/77ea5d0c-8631-4734-9bae-29a7b1293b81.jpg,26506.0,2,3,0,1,0,1,2,0,3,"체험,커플,부모,액티비티,친구,아이"
266,267,쇠소깍해변,제주특별자치도 서귀포시 하효동,효돈천과 검은모래 해변이 만나는 곳,33.25114,126.62344,064-760-2772,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8785871d-7aa0-48c6-bf3f-8b65a6105495.jpg,26502.0,3,3,2,3,3,2,3,0,9,"자연경관,커플,맑음,포토스팟,해변,여름"
267,268,걸매생태공원,제주특별자치도 서귀포시 남성로 (서홍동),봄을 알리는 매화가 가득한  시민공원. ,33.252052,126.554306,064-760-3191,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201903/12/9f94ece3-2dae-4baa-9ac8-fa87d3f031fc.jpg,26337.0,2,3,2,1,3,0,3,1,1,"자연경관,맑음,휴식/힐링,가을"
268,269,토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7,국내외 진귀한 장난감이 모여 있는 꿈동산,33.319084,126.34573,064-794-0333,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/09873ebc-f5ac-42e8-b6bc-cccfbc3e62ff.jpg,26029.0,0,0,2,1,0,3,3,0,4,"실내관광지,아이,사계절"
269,270,남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,때묻지 않은 기암절벽이 아름다운 해양경승지,33.27338,126.70375,--,관광지,서귀포시,남원,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9c0c97e8-e68c-4506-8927-fdf468a7c3c0.jpg,25809.0,3,3,1,2,3,1,3,0,9,"자연경관,맑음,포토스팟,해변,여름"
270,271,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,삼다수 목장 근처에 있는 작은 숲길,33.4272161,126.6618459,,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/9b406aee-0b7c-4feb-9b2e-b77aabfd6fcf.jpg,25664.0,2,3,1,1,3,1,3,0,1,"자연경관,포토스팟,걷기/등산,도보,휴식/힐링"
271,272,플레이박스VR,제주특별자치도 제주시 은수길 69,싱크로율 99% 고퀄리티의 다양한 VR체험공간,33.47011,126.487595,064-903-2080,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2c487f15-962c-45cf-b3c8-f8b0959c9c3b.jpg,25578.0,0,0,2,1,0,3,3,0,4,"아이,실내관광지,흐림,사계절"
272,273,제주도립김창열미술관,제주특별자치도 제주시 한경면 용금로 883-5,물방울 화가로 불리는 김창열화백의 업적과 정신을 기리기 위해 설립한 제주도립 미술관,33.3389037,126.2682351,064-710-4150,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202111/23/04379c97-0aa6-4ddd-82ff-8b44a7fa7ccd.JPG,25507.0,0,0,1,1,0,0,3,3,5,"실내관광지,문화관광"
273,274,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳,33.38459,126.226875,064-796-3360,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/fd593a05-2426-4e3e-bd17-5760419eb329.jpg,25430.0,2,3,1,1,3,0,3,2,6,실내관광지
274,275,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,"추사 김정희는 1840년 윤상도 옥사사건에 연루되어 약 9년간 제주에서 귀양살이를 했다. 대정읍에 있는 추사관은 김정희 선생이 유배 생활을 하며 남긴 흔적을 모은 곳이다. 그가 살았던 초가집도 옛 모습 대로 복원되어 있다. 추사관에는 김정희 선생이 쓴 현판 글씨와 아내, 지인들에게 보낸 편지 등이 전시되어 있다.",33.25022,126.27838,064-710-6803,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/cb5fda3f-ae92-4e5a-a3bb-84b9a34afb48.jpg,25403.0,0,0,1,1,0,0,3,3,5,"실내관광지,흐림"
275,276,보물섬하이킹,제주특별자치도 제주시 용문로14길 14,제주도 자전거여행을 위한 자전거대여 전문점,33.50585,126.510254,010-4582-8240,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/36d6dc6e-ea93-4f96-8cd7-aa11b21f559c.jpg,25317.0,2,3,3,1,3,3,3,0,11,"액티비티,체험"
276,277,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,"세계지질공원으로 인증된 산방산,용머리 해안을 산방산 유람선에서 감상하세요.",33.236904,126.33513,064-792-1187,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d6b0c350-b965-46b8-aeac-77dd4f0a403a.gif,25260.0,3,3,1,3,0,1,3,1,10,"부모,맑음,포토스팟,봄"
277,278,제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문관광로 224,"제주의 대표적인 MICE 인프라인 제주국제컨벤션센터, 각종 회의 및 전시 행사가 진행된다",33.241364,126.424515,064-735-1000,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/201908/08/0d898924-dd55-4563-936a-f5c4a87cd2f1.jpg,25163.0,0,0,1,1,1,1,2,0,2,"실내관광지,친구,사계절"
278,279,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,비양도와 한라산이 보이는 저지리의 아름다운 오름,33.333008,126.25095,064-728-7952,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201907/24/4d60c3e1-77b5-469d-b883-710cbf67585f.jpg,25160.0,3,3,3,0,3,0,3,1,7,"자연경관,도보,걷기/등산"
279,280,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,야외 수영장에서 담수욕을 즐길 수 있는 해수욕장,33.239579490694844,126.33383992114864,064-760-4991,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1870af1d-0694-450a-a960-b5743558461a.jpg,24547.0,3,3,2,3,3,2,3,0,9,"자연경관,체험,커플,해변,맑음,액티비티,아이,여름"
280,281,새섬,제주특별자치도 서귀포시 남성중로 40,섬 속의 섬. 바다를 향한 산책,33.23647274214606,126.56159064340818,064-760-3192,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1d695dc7-0acc-4c09-8087-5b8773fda5af.jpg,24503.0,3,3,2,1,3,0,3,0,1,"자연경관,맑음,포토스팟"
281,282,싱계물 공원,제주 제주시 한경면 신창리 1322-1,싱계물 공원,33.343376,126.173996,--,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/e93957b0-ef19-409c-a9ab-6e459d04a238.jpg,24433.0,3,3,1,2,3,1,3,0,9,자연경관
282,283,제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,제주도 최초의 카트장,33.347687,126.25606,064-772-5080,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ee6816b2-c626-4c18-947c-ac84723353c9.jpg,24225.0,0,3,3,1,0,3,3,0,11,"체험,커플,맑음,액티비티,친구,아이"
283,284,방림원,제주특별자치도 제주시 한경면 용금로 864,"국내최초 세계야생화 작품 전시 박물관, 저지리 예술인 마을에 위치",33.336983,126.26866,064-773-0090,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/725e93f1-8ed2-4290-84e3-431ac76b78b3.jpg,24015.0,2,3,1,1,3,1,3,1,1,"자연경관,휴식/힐링"
284,285,별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,"하천과 포구, 칠선녀 다리를 두루두루 내려다 볼수 있는 전망대",33.24755,126.4168,064-739-1330,관광지,서귀포시,중문,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a68b4902-7d34-403f-833c-1f51ef6291c9.jpg,23822.0,2,3,2,1,3,0,3,0,1,"커플,봄,혼자,맑음,부모,포토스팟,아이,친구"
285,286,하멜상선전시관,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,제주에 표류했던 네델란드인 하멜을 기념하기 위한 전시관,33.23343,126.31374,064-794-2940,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0cadba15-677f-4469-a17b-90f07ebadd1d.jpg,23703.0,1,1,1,2,1,1,3,2,5,"문화관광,사계절,부모,실내관광지,포토스팟,아이,친구"
286,287,5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,제주시와 서귀포를 잇는 낭만적인 숲터널,33.36869,126.62519,064-710-8590,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5b6f6d8d-b84f-43dc-925a-558933a7c9c0.jpg,23586.0,2,3,2,1,3,0,3,0,1,"자연경관,맑음,포토스팟"
287,288,쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,한림공원 내에 위치한 두 마리의 용이 빠져 나온 것 같다고 하여 이름 붙여진 쌍용굴,33.3894949,126.2396825,064-796-0001,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201903/27/c2d75ff6-4d04-4017-85ec-e28fa341d7a0.jpg,23415.0,3,2,2,1,3,0,3,1,7,"자연경관,부모,흐림,포토스팟,여름"
288,289,용담레포츠공원,제주특별자치도 제주시 서해안로 580,편의시설과 체육시설이 잘 갖춰진 공원,33.517963,126.49961,064-728-3929,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/02cadb7a-e2d4-4698-9dea-4e9e7fe17154.JPG,23141.0,1,3,3,1,1,2,2,0,11,"체험,해변,맑음,액티비티,친구,여름"
